0.992137037;4.337388189
0.989188278;4.246490351
0.98618193;4.179495103
0.980161213;4.107817327
0.972499371;4.039232671
0.963437657;3.982006139
0.953182256;3.945503937
0.944869612;3.911778872
0.933082433;3.893978265
0.921303401;3.868251143
0.909519223;3.847530241
0.897731616;3.830146818
0.885942007;3.81471026
0.87415297;3.798717454
0.86336667;3.781693124
0.850560605;3.780638009
0.83876385;3.772154533
0.826966524;3.764227304
0.815166053;3.759359431
0.803365583;3.754491558
0.792313158;3.744715729
0.779764642;3.744755813
0.767966172;3.737941077
0.7561617;3.736966931
0.744360086;3.733211551
0.732555614;3.732237405
0.720751999;3.730428889
0.708947527;3.729454742
0.697144769;3.726811856
0.685342012;3.72416897
0.673536968;3.723751071
0.661731353;3.723889418
0.649925737;3.724027765
0.638120121;3.724166112
0.626314506;3.724304459
0.614527756;3.724304459
0.602775978;3.72446796
0.590864819;3.724631461
0.579110909;3.724794962
0.567305293;3.724958463
0.555499677;3.725121964
0.543694062;3.725285466
0.531888446;3.725448967
0.520082831;3.725612468
0.508277215;3.725775969
0.496471599;3.72593947
0.485147054;3.726102971
0.472841503;3.726102971
0.461035887;3.726241318
0.449230271;3.726379665
0.437424656;3.726518012
0.42561904;3.726656359
0.413813424;3.726794706
0.402007809;3.726933053
0.390202193;3.7270714
0.378396577;3.727209747
0.366590962;3.727348094
0.354785346;3.727486441
0.342979731;3.727624788
0.331174115;3.727763135
0.319368499;3.727901482
0.306651051;3.72483693
0.296031067;3.724401777
0.283957941;3.72219781
0.272152325;3.722336157
0.260351283;3.718024531
0.248550813;3.713156659
0.236750056;3.708566909
0.224947871;3.705367776
0.213150259;3.69771867
0.20077774;3.687166739
0.18955532;3.682142335
0.177759423;3.672824489
0.165965813;3.661281657
0.154177348;3.644732605
0.142390598;3.626514813
0.130608993;3.603290801
0.118237948;3.566202463
0.107898034;3.523220004
0.09733374;3.485577917
0.089053631;3.433846475
0.079638121;3.395362318
0.075070748;3.341118266
0.067701414;3.282072041
0.062577377;3.198249203
0.056804245;3.12123246
0.053987108;3.028557627
0.049299159;2.953293159
0.046566966;2.880607501
0.043888064;2.801970674
0.041265147;2.731017911
0.038426499;2.656148832
0.033815018;2.583238098
0.031115067;2.512650442
0.027694202;2.4473466
0.024272128;2.383219433
0.018248341;2.314528172
0.014030179;2.241809499
0.008569512;2.184620509
